id,isbn,title,author,publisher,image_url,content
93001,9788988649183,회계이론,손호근 著,한성문화,http://image.aladin.co.kr/product/25/12/cover/8988649184_1.gif,"회계이론 개정판. 재무회계의 이론을 크게 총론, 계정과목론, 특수회계 등 세 가지 분야로 나눠 예제와 함께 해설한 전공서."
93002,9788995105962,상상력과 창의력을 키우는 컴퓨터 게임들,볼프강 베르크만 지음;조원규 옮김,북라인,http://image.aladin.co.kr/product/27/12/cover/8995105968_1.gif,아동심리학자가 본 컴퓨터 게임과 어린이 교육에 관한 책이다. 컴퓨터 교육을 어린이의 성장 발달에 도움이 되는 방향으로 활용할 수 있는 방안을 설명하고 그 효과를 극대화하기 위해서 필요한 것이 무엇인지 알려준다.
93003,9788979630077,컴퓨터 萬歲曆,金相淵 編著,甲乙堂,http://image.aladin.co.kr/product/14/74/cover/8979630077_1.jpg,"1921년부터 2050년까지 130년을 수록한 책. 1985년 초판발행 이후  2007년 현재 28쇄 발행된 최장수 베스트셀러로서 역학계에 대변혁을 가져왔음은 물론 외국에까지 널리 알려진 만세력중의 만세력! 휴대하면서 활용할 수 있도록 수첩용으로 만들었으며, 월건과 대운 숫자를 빨간색으로 인쇄하여 활용상... "
93004,9788987201351,게놈기능연구 프로토콜,辻本豪三;유대열...[등]역,월드사이언스,http://image.aladin.co.kr/product/27/74/cover/898720135x_1.gif,"Micriarray, PCR, Bionformatics의 최신 기술로부터 SNP,모델 생물의 해석까지."
93005,9788944530043,國際企業經營論,金時慶 著,三英社,https://bookthumb-phinf.pstatic.net/cover/002/047/00204741.jpg?type=m1&udate=20130629,"국제기업경영과 관련된 각종 이론을 체계적으로 정리한 책. 이 책은 국제기업경영의 개념과 특성, 분야 및 형태 등 국제기업경영과 관련된 기초이론을 제시한 다음, 국제기업전략, 국제기업경영관리, 국제기업경영의 마찰 및 장애요인에 관해 자세히 설명하였다. (제5판 증보판) [양장본]"
93006,9788942003792,재무회계=Financial accounting,정기영;이중희 공저,경문사,,"재무보고의 목적과 성격, 요소를 기술하고 재무제표  작성, 재고자산의 평가 등 회계실무를 자세히 설명했 다."
93007,9788977181441,예쁜 몸 만들기,테라카도 타쿠미 지음;정윤아 옮김,오늘의 책,http://image.aladin.co.kr/product/28/16/cover/8977181445_1.gif,"수 년간 '몸'을 대하며 인체의 메커니즘을 깨달았다고 하는 그는, 이 책에서 골반을 중심으로 여성의 몸에서 일어나는 갖가지 생리 현상과 각종 트러블 해소법에 대해 흥미롭게 소개한다. 또한 몸의 긴장과 피로를 말끔히 풀어 주는 체조법을 통해 아름답고 건강한 몸매를 가꾸는 법을 제시한다."
93008,9788982980435,항공전역,John A. Warden Ⅲ 저;박덕희 역,연경문화사,http://image.aladin.co.kr/product/28/42/cover/8982980431_1.gif,"항공전역을 계획 및 운용하는 문제에 관한 노하우를 소개한 책. 전쟁에서 전략목표를 달성하기 위하여 항공력을 사용하는 방법에서부터 국가목표의 설정, 비행단이나 대대급의 작전적 수준에서 작전을 수행하는데 이르기까지의 전 영역을 상세하게 설명했다. 미 공군 대령인 저자는 군사, 정치, 교육, 상업 등... "
93009,9788987561943,간디의 법철학,V.S. Hegde 著;朴楠珪 譯,芝山,http://image.aladin.co.kr/product/28/7/cover/8987561941_1.gif,간디 사상의 연구에 관한 한 유형을 제시한 책. 변호사업과 법이 도덕적 행위를 강제할 수 있는지 어떤지 하는 문제들과 관련된 기존의 연구분야에서 간디의 저술에 대한 자세한 분석을 담았다.
93010,9788973373673,블루 스타일 비즈니스 핑크 스타일 비즈니스,로나 리히텐베르크 지음;노혜숙 옮김,해냄출판사,http://image.aladin.co.kr/product/28/25/cover/8973373676_1.gif,"당신의 비즈니스 스타일은 블루인가, 핑크인가? 지금까지의 비즈니스는 서로 싸우고 헐뜯으면서 일하던 '경쟁 우선'의 비즈니스였다. 저자는 이것을 남성적인 스타일, 즉 '블루'로 비유한다.그러나 최근 비즈니스의 추세는 핑크다. 이것은 감성과 감정을 중시하고 친밀감을 강조하는 여성적인 관계맺기를 뜻한다."
