id,isbn,title,author,publisher,image_url,content
214501,9788954743914,(개념완성) 사회탐구영역 사회·문화 ,"집필 및 검토: 강윤식,이호균",한국교육방송공사,https://image.aladin.co.kr/product/12472/25/cover/s152532177_1.jpg,- 독자대상 : 수학능력시험 준비생- 구성 : 이론 + 문제- 특징 : ① 2015 개정 교육과정 반영② 수능+내신까지 한 번에 다 끝낼 수 있는 탐구영역 기본서
214502,9788954743983,(개념완성) 과학탐구영역 통합과학 ,"집필 및 검토: 권오성,차수열",한국교육방송공사,https://image.aladin.co.kr/product/12471/42/cover/8954743986_1.jpg,- 독자대상 : 수학능력시험 준비생- 구성 : 이론 + 문제- 특징 : ① 2015 개정 교육과정 반영② 수능+내신까지 한 번에 다 끝낼 수 있는 탐구영역 기본서
214503,9788966623396,(EBS·연계) 변형 특강 :108제,"저자진: 강정모,함영대",이지수능교육,https://image.aladin.co.kr/product/13841/27/cover/8966623395_1.jpg,한권으로 EBS 교재와의 병행학습이 용이한 교재이다. 최근 출제 경향을 충실히 반영한 문항과 올해 EBS 교재에서 중요하게 다루어진 문항들을 엄선하여 수능의 70% 연계문항과 내신시험을 함께 대비할 수 있도록 출제하였다.
214504,9788954746229,(수능완성) 과학탐구영역 지구과학 I ,"집필 및 검토: 강인모,최천식",한국교육방송공사(EBS),https://image.aladin.co.kr/product/14927/2/cover/8954746225_1.jpg,유형별.테마별 문제 해결 방법 및 실전모의고사 제공을 통해 수능 대비 최종 실력 점검이 가능한 ‘19학년도 수능 대비서다. 유형별 문항 연습(유형편) 및 수능 실전모의고사 5회분(실전편)으로 구성되었다.
214505,9788954747004,(내신과 수능을 동시에) 단기특강 국어영역 문학 :EBS에서 처음 만나는 내신&수능 길잡이 ,"집필 및 검토: 주용호,윤성현",한국교육방송공사(EBS),https://image.aladin.co.kr/product/17346/75/cover/8954747000_1.jpg,▶ 이 책은 고등 국어영역 문학을 다룬 이론서입니다.- 독자대상 : 고등학생- 구성 및 특징 : ① 최근 경향 반영② 학습 내용 체계적으로 구성
214506,9788989544197,음악학 원전 강독 ,"[편역자: 홍정수,김경순]",심설당,https://bookthumb-phinf.pstatic.net/cover/015/165/01516560.jpg?type=m1&udate=20141122,"음악학에 대한 주요 원전을 소개하는 책. 음악학의 역사에서 중요한 구심점이 되는 논문들을 선별하여 번역하고, 보다 쉬운 이해를 돕는 상세한 해설을 첨부하였다. 귀도 아들러, 월도 셀던 프랫, 찰스 시거, 후고 리만, 하인리히 베쎌러, 조셉 커먼 등이 저술한 총 15편의 글을 수록하였다."
214507,9791162276310,(완자) 자율학습시 비상구 완자로 53 :2015 개정 교육과정 ,"저자: 남길수,윤정현",비상교육,https://image.aladin.co.kr/product/17728/9/cover/k852534129_1.jpg,- 독자대상 : 고등학생- 구성 및 특징 : 	① 최근 경향 반영	② 학습 내용 체계적으로 구성
214508,9791162277379,(완자) 자습서 :2015 개정 교육과정 ,"저자: 김원경,허남구",비상교육,https://image.aladin.co.kr/product/17896/48/cover/scm1548407071416.jpg,- 독자대상 :  고등학생- 구성 및 특징 : ① 최근 경향 반영② 학습 내용 체계적으로 구성
214509,9788928327423,(알수학) 수학 I ,"집필: 이향수,박효정",좋은책신사고,https://image.aladin.co.kr/product/17632/18/cover/8928327423_1.jpg,학교 시험 대비 알찬 수학 익힘책이다.
214510,9788970758930,사브리나의 오싹한 모험 ,로베르토 아기레-사카사 글 ;최필원 옮김,문학세계사,https://image.aladin.co.kr/product/17642/44/cover/8970758933_1.jpg,넷플릭스Netflix에서 지난 11월 시청률 1위를 기록하며 전 세계를 강타한 미드 &lt;사브리나의 오싹한 모험&gt; 시즌1의 오리지널 그래픽노블이 출간되었다. 미드 &lt;사브리나의 오싹한 모험&gt;이 넷플릭스에서 방영된 이후 차트 역주행을 하며 많은 독자들에게 사랑받고 있는 그래픽 노블이다.
214511,9788932451312,자유 민주주의의 본질과 미래 ,"배찬복,안정수 지음",을유문화사,https://bookthumb-phinf.pstatic.net/cover/013/326/01332657.jpg?type=m1&udate=20141017,"'자유 민주주의', 그것은 대체 무엇이며 어떤 원리를 근본으로 하는 것인가, 우리는 그것을 제대로 알고 현실에서 구현해 왔는가 등의 물음을 풀어보기 위한 시도로 민주주의 정체성과 한국 민주주의론을 고찰했다."
214512,9791189052119,경민이의 상상 속 다락방 ,지은이: 이경민 ;엮은이: 윤은순,나무향,https://image.aladin.co.kr/product/17779/35/cover/k592534226_1.jpg,엄마 윤은순이 1982년생 아들 이경민의 초등학교 시절(1988년~1993년) 일기를 문집으로 엮었다.
214513,9788954743761,(올림포스) 수학 ,"집필 및 검토: 박원균,차순규",한국교육방송공사,https://image.aladin.co.kr/product/12471/63/cover/s672532278_1.jpg,- 독자대상 : 수학능력시험 준비생- 구성 : 이론 + 문제① 2015 개정 교육과정 반영② 내신과 수능을 위한 EBS 대표 교재
214514,9788954743778,(올림포스) 수학 ,"집필 및 검토: 박원균,차순규",한국교육방송공사,https://image.aladin.co.kr/product/12471/67/cover/s602532278_1.jpg,- 독자대상 : 수학능력시험 준비생- 구성 : 이론 + 문제① 2015 개정 교육과정 반영② 내신과 수능을 위한 EBS 대표 교재
214515,9788954745673,(수능특강) 직업탐구영역 농업 이해 ,"집필진: 김진열,황태영",한국교육방송공사,https://image.aladin.co.kr/product/13186/36/cover/8954745679_1.jpg,- 독자대상 : 수학능력시험 준비생- 구성 : 이론 + 문제
214516,9788954745697,(수능특강) 직업탐구영역 공업 일반 ,"집필진: 노용철,윤현문",한국교육방송공사,https://image.aladin.co.kr/product/13186/45/cover/8954745695_2.jpg,- 독자대상 : 수학능력시험 준비생- 구성 : 이론 + 문제
214517,9788954745703,(수능특강) 직업탐구영역 기초 제도 ,"집필진: 김승욱,허대호",한국교육방송공사,https://image.aladin.co.kr/product/13186/47/cover/8954745709_2.jpg,- 독자대상 : 수학능력시험 준비생- 구성 : 이론 + 문제
214518,9788954746526,(수능완성) 제2외국어&한문영역 러시아어 I ,"집필진: 어건주,송선희",한국교육방송공사,https://image.aladin.co.kr/product/15011/76/cover/8954746527_1.jpg,"대표 유형 문항, 수능 실전 문제, 실전 모의고사, 정답과 해설로 구성되어 있는 교재다."
214519,9788954746540,(수능완성) 제2외국어&한문영역 아랍어 I ,"집필진: 윤은경,전희순",한국교육방송공사,https://image.aladin.co.kr/product/15011/85/cover/8954746543_1.jpg,"대표 유형 문항, 수능 실전 문제, 실전 모의고사, 정답과 해설로 구성되어 있는 교재다."
214520,9788954746564,(수능완성) 제2외국어&한문영역 중국어 I ,"집필진: 변우룡,홍수정",한국교육방송공사,https://image.aladin.co.kr/product/15011/65/cover/895474656x_1.jpg,- 독자대상 : 고등 제2외국어영역(중국어1) 수능 시험 준비생- 구성 및 특징 : ① 최근 경향 반영② 학습 내용 체계적으로 구성
214521,9788954746571,(수능완성) 제2외국어&한문영역 한문 I ,"집필진: 정규돈,최대운",한국교육방송공사,https://image.aladin.co.kr/product/15011/72/cover/8954746578_1.jpg,- 독자대상 : 고등 제2외국어&한문영역(한문1) 수능 시험 준비생- 구성 및 특징 : ① 최근 경향 반영② 학습 내용 체계적으로 구성
214522,9788954746625,(수능완성) 직업탐구영역 농업 이해 ,"집필진: 공현조,서경미",한국교육방송공사,https://image.aladin.co.kr/product/15011/47/cover/8954746624_1.jpg,- 독자대상 : 고등 직업탐구영역(농업 이해) 수능 시험 준비생- 구성 및 특징 : ① 최근 경향 반영② 학습 내용 체계적으로 구성
214523,9788954746632,(수능완성) 직업탐구영역 농업 기초 기술 ,"집필진: 송광학,홍윤정",한국교육방송공사,https://image.aladin.co.kr/product/15011/69/cover/8954746632_1.jpg,- 독자대상 : 고등 직업탐구영역(농업 기초 기술) 수능 시험 준비생- 구성 및 특징 : ① 최근 경향 반영② 학습 내용 체계적으로 구성
214524,9788954746656,(수능완성) 직업탐구영역 기초 제도 ,"집필진: 허대호,탁덕기",한국교육방송공사,https://image.aladin.co.kr/product/15011/70/cover/8954746659_1.jpg,- 독자대상 : 고등 직업탐구영역(기초 제도) 수능 시험 준비생- 구성 및 특징 : ① 최근 경향 반영② 학습 내용 체계적으로 구성
214525,9791162276051,(내공의 힘) 중등 과학,비상교육 [편],비상교육,https://image.aladin.co.kr/product/17163/1/cover/k062534586_1.jpg,"- 독자대상 : 중학교 과학 학습자- 구성 : 핵심 요점 + 문제 + 정답 해설 - 특징 : ① 핵심만 뽑은 요점정리로 중요 내용 파악 ② 적중률 높은 문제 수준별, 유형별 구성"
214526,9791162277287,(완자) 자율학습시 비상구 완자로 53 :중등 과학,비상교육 [편],비상교육,https://image.aladin.co.kr/product/17669/18/cover/k092534516_1.jpg,- 독자대상 : 중등 전학년- 구성 및 특징 : 	① 최근 경향 반영	② 학습 내용 체계적으로 구성
214527,9788954743280,(고등예비과정) 과학 :새 교과서 반영 내신 대비 ,"집필 및 검토: 김대준,차수열",한국교육방송공사,https://image.aladin.co.kr/product/11354/16/cover/8954743285_1.jpg,- 독자대상 : 예비 고1- 구성 : 이론론- 특징 : 개정 교육과정 및 새 교과서 반영
214528,9788954745826,(학교시험 3주완성) 류성완의 세계사 ,지은이: 류성완,한국교육방송공사,https://image.aladin.co.kr/product/13687/30/cover/8954745822_1.jpg,- 독자대상 : 수학능력시험 준비생- 구성 및 특징 : 이론 + 문제
214529,9788954745888,(내신완성) 내신 1등급을 위한 변춘수의 생명과학 II ,지은이: 변춘수,한국교육방송공사,https://image.aladin.co.kr/product/13687/22/cover/8954745881_1.jpg,- 독자대상 : 수학능력시험 준비생- 구성 및 특징 : 이론 + 문제
214530,9788954746045,(변춘수의) 생명과학 I :기출분석 노트 ,지은이: 변춘수,한국교육방송공사,https://image.aladin.co.kr/product/14646/13/cover/8954746047_1.jpg,- 독자대상 : 고등 전학년 전학기 생명과학 학습자- 구성 및 특징 : ① 최근 경향 반영② 학습 내용 체계적으로 구성
214531,9788954746052,(변춘수의) 생명과학 II :기출분석 노트 ,지은이: 변춘수,한국교육방송공사,https://image.aladin.co.kr/product/14646/7/cover/8954746055_1.jpg,- 독자대상 : 고등 전학년 전학기 생명과학 학습자- 구성 및 특징 : ① 최근 경향 반영② 학습 내용 체계적으로 구성
214532,9788928327379,(컨셉) 영어독해 기본모의고사 15회 :수능 영어 절대평가 완벽 대비 ,"집필 및 검토: 소원석,조성옥",좋은책신사고,https://image.aladin.co.kr/product/17645/13/cover/8928327377_1.jpg,"수능독해 출제 유형을 완벽 분석하여 각 유형에 대한 명쾌한 해결 전략을 제시하였으며, 최신 수능 기출 문제를 철저히 분석하여, 수능 독해 기본 훈련을 체계적으로 할 수 있도록 기본 수준의 문항 난이도로 15회 분량의 모의고사를 수록하였다."
214533,9788954744003,(개념완성 문항편) 사회탐구영역 통합 사회 ,"집필 및 검토: 김지선,이태규",한국교육방송공사(EBS),https://image.aladin.co.kr/product/12471/53/cover/s542534610_1.jpg,- 독자대상 : 수학능력시험 준비생- 구성 : EBS 개념완성 문항편- 특징 : ① 2015 개정 교육과정 반영② 수능+내신까지 한 번에 다 끝낼 수 있는 탐구영역 문항집
214534,9788954745208,(수능특강) 국어영역 문학 ,"집필 및 검토: 이주영,한세나",한국교육방송공사(EBS),https://image.aladin.co.kr/product/13084/99/cover/8954745202_1.jpg,- 독자대상 : 수학능력시험 준비생- 구성 및 특징 : 2019학년도 수능 연계 교재
214535,9788954745222,(수능특강) 국어영역 화법·작문·문법 ,"집필 및 검토: 이도영,한재덕",한국교육방송공사(EBS),https://image.aladin.co.kr/product/13085/8/cover/8954745229_1.jpg,- 독자대상 : 수학능력시험 준비생- 구성 및 특징 : 2019학년도 수능 연계 교재
214536,9788954745253,(수능특강) 영어영역 영어독해연습 ,"집필 및 검토: 이상기,조성옥",한국교육방송공사(EBS),https://image.aladin.co.kr/product/13085/3/cover/8954745253_1.jpg,과목별 교육과정의 핵심 내용을 제시함으로써 개편된 수능에 대비한 탄탄한 기초를 확보할 수 있는 교재다. 수능의 특징을 잘 반영한 엄선된 수능형 연습 문제를 통해 2018학년도 수능을 완벽하게 대비할 수 있다.
214537,9788954745284,(수능특강) 수학영역 확률과 통계 ,"집필 및 검토: 김민경,차순규",한국교육방송공사(EBS),https://image.aladin.co.kr/product/13084/99/cover/8954745288_1.jpg,- 독자대상 : 수학능력시험 준비생 - 구성 및 특징 : 2019학년도 수능 연계 교재
214538,9788954745307,(수능특강) 한국사영역 한국사 ,"집필 및 검토: 김경미,조민숙",한국교육방송공사(EBS),https://image.aladin.co.kr/product/13085/9/cover/895474530x_1.jpg,- 독자대상 : 수학능력시험 준비생- 구성 및 특징 : 2019학년도 수능 연계 교재
214539,9788954745369,(수능특강) 사회탐구영역 세계사 ,"집필 및 검토: 남궁원,한효석",한국교육방송공사(EBS),https://image.aladin.co.kr/product/13085/1/cover/8954745369_1.jpg,- 독자대상 : 수학능력시험 준비생- 구성 및 특징 : 2019학년도 수능 연계 교재
