id,isbn,title,author,publisher,image_url,content,genre_detail_dict_id
1001,9791136241634,"사라져라, 군청 =Fragile light of pistol star",원작·시나리오: 코노 유타카 ;허윤,대원씨아이,https://image.aladin.co.kr/product/24919/57/cover/k382632476_1.jpg,"계단섬 그 긴 계단 위에는, 마녀가 있다. 닫힌 섬에서 나가려면 잃어버린 것을 찾아야 한다. 똑바른 눈동자의 소녀 마나베 유우가 그곳에 내려섰을 때 이야기는 속수무책으로 움직이기 시작한다.",58
1002,9791136249616,"사라져라, 군청 =Fragile light of pistol star",원작·시나리오: 코노 유타카 ;허윤,대원씨아이,https://image.aladin.co.kr/product/25447/69/cover/k072633512_1.jpg,"계단섬 그 긴 계단 위에는, 마녀가 있다. 닫힌 섬에서 나가려면 잃어버린 것을 찾아야 한다. 똑바른 눈동자의 소녀 마나베 유우가 그곳에 내려섰을 때 이야기는 속수무책으로 움직이기 시작한다.",58
1003,9791158985271,관행적 지역균형발전정책의 문제점과 개선방안 :새로운 정책 패러다임 모색을 위한 지역정책론의 해체와 재구성 ,김용웅 지음,KRIHS(국토연구원),https://image.aladin.co.kr/product/23871/38/cover/k382639583_1.jpg,▶ 이 책은 국토연구원의 관행적 지역균형발전정책의 문제점과 개선방안을 다룬 정부간행물입니다.,51
1004,9791155360323,경주 여행 레시피 :경주 여행이 더욱 즐거워지는 완벽 가이드 ,글과 사진: 강희은,즐거운상상,https://bookthumb-phinf.pstatic.net/cover/095/955/09595572.jpg?type=m1&udate=20170410,"불국사와 석굴암만으로도, 꼭 가봐야 하는 세계적인 역사도시 경주. 한번쯤은 가봤다고 하지만 평생 다 보아도 못 돌아볼 정도로 많은 유적을 품고 있는 경주는 몇 번이라도 다시 찾아볼 만한, 여행지로 떠오르고 있다.",98
1005,9791196866952,부산의 해녀 :자연을 건지다 삶을 보듬다 ,"글쓴이: 김대갑,홍영미",ㅂㅅㅁㅎㅈㄷ(부산문화재단),https://image.aladin.co.kr/product/22340/33/cover/k452636121_1.jpg,부산문화재단은 매년 부산의 문화를 발굴하고 기록하는 '사람ㆍ기술ㆍ문화' 총서를 발간하고 있다. 2019년 올해 제6권의 주제는 부산의 해녀들이다. 부산 해녀들의 모습을 여러 각도에서 다양하게 담고 있다.,89
1006,9791196572808,부산의 다방 :추억을 마시다 공간에 스며들다 ,"글쓴이: 강동수,황미숙",ㅂㅅㅁㅎㅈㄷ(부산문화재단),https://image.aladin.co.kr/product/18620/55/cover/k562635161_1.jpg,부산문화재단 사람.기술.문화총서 5권. 부산을 중심으로 한국 다방문화의 기원과 뿌리를 추적한다. 부산에서 활동 중인 각 분야 예술가 15인이 부산의 다방을 다양한 관점에서 바라보며 부산의 다방들이 생겨나고 없어지기를 숱하게 반복한 흔적과 그 속에서 펼쳐졌던 시대의 풍속도를 복원한다.,89
1007,9791136244819,이 회사에 좋아하는 사람이 있습니다,저자: Akamaru Enomoto ;옮긴이: 장지연,대원씨아이,https://image.aladin.co.kr/product/25186/20/cover/k292633693_1.jpg,제과 브랜드 경리부에 근무하는 남자 타테이시에게는 비밀이 있다. 그것은 바로 같은 회사의 기획부에서 일하는 동기 미츠야와 사귄다는 것! 스릴 넘치면서도 달달한 사내 연애 스토리!,25
1008,9791136253316,이 회사에 좋아하는 사람이 있습니다,저자: Akamaru Enomoto ;옮긴이: 장지연,대원씨아이,https://image.aladin.co.kr/product/25567/49/cover/k622735489_1.jpg,제과 브랜드 경리부에 근무하는 남자 타테이시에게는 비밀이 있다. 그것은 바로 같은 회사의 기획부에서 일하는 동기 미츠야와 사귄다는 것! 스릴 넘치면서도 달달한 사내 연애 스토리!,25
1009,9791165792022,마이티 토르,글: Jason Aron ;옮긴이: 강민혁,시공사,https://image.aladin.co.kr/product/25189/0/cover/k812633694_1.jpg,"왕국들 간의 전쟁이 다가온다. 이그드라실에 늘어선 열 개의 왕국을 뒤흔들 전쟁의 배후는 저주받은 자, 말레키스! 그의 어두운 의회에 토르의 영원한 문젯거리인 로키가 끼지 않을 수 있을까? 하지만 트릭스터는 자신의 자리를 인정받을 수 있을까?",24
1010,9791165793081,마이티 토르,글: Jason Aron ;옮긴이: 강민혁,시공사,https://image.aladin.co.kr/product/25646/91/cover/k012735042_1.jpg,"끓어오르는 왕국들 간의 전쟁… 토르가 해결해야 한다! 말레키스와 로키, 완전히 새로운 커스에게 맞서려면 토르에게도 자기만의 팀이 필요하다. 한편 은하계 저 너머, 또 다른 갈등의 불씨가 타오른다.",24
1011,9788970933818,마이크로비트와 함께 즐기는 방구석 메이킹 ,"배영훈,지다해 공저",光文閣,https://image.aladin.co.kr/product/25208/99/cover/k972633701_1.jpg,학생 여러분들이 손쉽게 사용할 수 있는 마이크로비트(micro:bit)라는 도구와 여러 가지 센서들을 사용해 실생활의 문제를 해결해 볼 수 있는 11가지의 프로젝트들을 직접 따라해 볼 수 있도록 구성되었다.,105
1012,9791157284184,버들잎 물고기 :유채은 동시집 ,지은이: 유채은 ;그림: 김천정,애지,https://image.aladin.co.kr/product/25461/61/cover/k852633724_1.jpg,J.H CLASSIC 63권. 유채은 시인의 동시는 일상과 자연에서 많은 소재를 가져왔다. 그래서 더 가깝고 정겨운 장면들을 만날 수 있다. 시인은 「시인의 말」에서 “나비와 함께/ 반가운 시의 얼굴 만나러” 떠난다고 말했다.,3
1013,9788903834090,키즈 쓰담 칼림바 ,박은정 편저,세광음악출판사,https://image.aladin.co.kr/product/24872/49/cover/8903834097_2.jpg,10Key칼림바로 연주할 수 있는 유아를 위한 칼림바 교본이다. 큰 오선 악보와 무지개 색으로 계이름 숫자 악보를 수록하여 남녀노소 누구나 쉽게 연주할 수 있다. 드럼비트에 맞춰 연주할 수 있도록 QR코드를 수록하였다.,17
1014,9791126004096,새로운 사회적 대화의 쟁점과 과제 ,執筆者: 박명준,한국노동연구원,https://image.aladin.co.kr/product/24301/38/cover/k642630282_2.jpg,한국의 문재인 정부 첫 2년간 진행되었던 사회적 대화의 혁신을 향한 실험적 시도의 명암을 분석하는 연구보고서다. 문재인 정부의 사회적 대화는 정부가 소득주도성장 정책을 추구하는 가운데 ‘한국형 사회적 대화를 통해 노동존중사회의 기본계획을 수립한다’는 목표하에 추진되었다.,51
1015,9791136245298,사쿠라바는 멈추지 않아!,저자: Miko Senri ;역자: 서수진,대원씨아이,https://image.aladin.co.kr/product/25101/60/cover/k572632955_1.jpg,"이케다는 남자친구를 사귀어 본 적이 없는 고등학생 1학년 소녀. 고등학교에 올라가면 남친이 생길 줄 알았지만, 그렇지 않아 속을 졸이고 있는 그녀에게 선배 사쿠라바가 사귀자고 고백을 하는데...",25
