id,isbn,title,author,publisher,image_url,content,genre_detail_dict_id
11001,9791160201550,"한국영화 세 감독, 이창동·홍상수·봉준호 - 임우기 영화비평",임우기 (지은이),솔출판사,https://image.aladin.co.kr/product/27047/27/cover/k902731880_1.jpg,"임우기는 이 책을 통해 독창적이고 깊이 있는 영화비평을 펼치며, 기존의 평단에서 이루어진 적 없는 이들 감독의 작품에 대한 새로운 해석과 전망을 제시한다. 감독 저마다의 고유한 미학적 특성과 생명력, 독자적이면서도 유기적으로 연결된 ‘동시대적 영화 정신’의 진수를 독자들 앞에 선보이고 있다.",44
11002,9788970759975,소설 반야심경 1,혜범 (지은이),문학세계사,https://image.aladin.co.kr/product/27052/27/cover/8970759972_1.jpg,불경 &lt;반야심경&gt;을 소설로 엮은 인간 존재의 근원과 그 초월에 관계된 장편 구도求道소설이다. 한 스님의 이야기를 통해 반야심경이 주는 삶의 심오한 의미를 깨닫게 되는 『소설 반야심경』은 누구나 한 번은 겪을 수 있는 평범하지 않은 일상 밖의 고통과 방황을 통해 내가 나를 찾아가는 세상 고해 속의 항해 일지이다.,28
11003,9791190631228,내 아이는 훌륭하다 - 아이들과의 커뮤니케이션은 대화가 아니라 이해에서 시작된다,"율리아 기펜레이테르 (지은이), 신창호, 임 나탈리야 (옮긴이)",써네스트,https://image.aladin.co.kr/product/26996/9/cover/k742730722_1.jpg,러시아의 교육심리학자인 모스크바 국립대학교 율리야 기펜레이테르 교수가 60년간 연구한 자료를 정리한 것을 한국의 교육학자인 신창호 고려대학교 교수가 한국의 실정에 맞게 부분 조정하고 덧붙여서 만들어진 책이다.,78
11004,9791166118593,"교토탐정 홈즈 13 - ~ 아름다운 상하이루 ~, S큐브","모치즈키 마이 (지은이), 야마우치시즈 (그림), 신동민 (옮긴이)",㈜소미미디어,https://image.aladin.co.kr/product/27030/72/cover/k822730527_1.jpg,"지우 이린의 부탁으로 미술전에서 감정을 하기 위해 엔쇼, 코마츠와 함께 상하이를 방문한 키요타카. 나름 평온하게 상하이에 머물고 있는데, 갑자기 키쿠카와 시로에게서 뉴욕에 있는 아오이를 몰래 찍은 사진이 날아온다.",38
11005,9788932038421,생각의 저편 - 만년의 양식을 찾아서,김병익 (지은이),문학과지성사,https://image.aladin.co.kr/product/26994/30/cover/8932038422_1.jpg,"정치학도에서 문화부 기자로, 문학비평가에서 출판 편집인으로 평생을 책과 함께 살며 시대의 운명에 맞서 온 우리 시대의 지성 김병익 선생이 2013년부터 본인의 이름으로 연재해온 칼럼을 『시선의 저편』(2016) 이후 한 번 더 갈음하여 『생각의 저편』(2021)을 펴냈다.",4
11006,9788932912714,심판의 날의 거장,"레오 페루츠 (지은이), 신동화 (옮긴이)",열린책들,https://image.aladin.co.kr/product/27074/12/cover/8932912718_1.jpg,"독일어권 문학의 거장 레오 페루츠의 대표작으로, 당시 대중적으로나 비평적으로나 큰 성공을 거둔 작품이다. 저택에서 갑자기 불가사의하게 목숨을 끊은 유명 배우의 죽음의 진상을 추적하며, 그와 관련된 연쇄 자살 사건의 비밀을 파헤치는 과정의 이야기를 담고 있다.",86
11007,9791188485079,폴과 비르지니,"베르나르댕 드 생 피에르 (지은이), 안은주 (옮긴이)",썰물과밀물,https://image.aladin.co.kr/product/27058/74/cover/k832731480_1.jpg,"작가가 모리셔스 섬에서 몸소 겪은 이야기를 다룬 소설로, 자본으로 인해 인간성이 황폐해진 프랑스와 이곳 섬사람의 소박하고 순수한 삶을 비교해 놓음으로써 인간의 참다운 삶이란 무엇인가를 되묻게 한다.",10
11008,9788954678957,그녀의 몸과 타인들의 파티,"카먼 마리아 마차도 (지은이), 엄일녀 (옮긴이)",문학동네,https://image.aladin.co.kr/product/27074/19/cover/8954678955_1.jpg,"독창적이고 전복적인 상상력, 장르와 형식을 초월하는 대범함으로 미국 문단을 깜짝 놀라게 한 작가 카먼 마리아 마차도의 데뷔작. 여성의 몸과 욕망, 여성으로 살아간다는 것에 대한 말해지지 않은 진실을 거칠고 뜨겁고 생생한 언어로 이야기한 8편의 단편이 실렸다.",9
11009,9791196895013,언젠가 반짝일 수 있을까 - 바이올리니스트 조진주의 음악과 삶,조진주 (지은이),아웃사이트(OUTSIGHT),https://image.aladin.co.kr/product/27049/7/cover/k142731884_1.jpg,"인디애나폴리스 국제 바이올린 콩쿠르 우승자 조진주가 글로 빚어낸 음악과 삶. 여전히 답을 찾아가는 길 위에 있는 조진주는, 자신의 첫 에세이에 바이올리니스트로서 음악에 갖는 양가적인 감정과 박수갈채와 조명이 가득한 무대 뒤 개인으로서 느끼는 삶을 담아냈다.",4
11010,9791161253077,교실 밖 세상에서 배우는 언스쿨링 가족여행 - 교육전문가 아빠가 아이에게 들려주고 싶은 세상 이야기,심정섭 (지은이),더디퍼런스,https://image.aladin.co.kr/product/27059/85/cover/k292731483_1.jpg,실제 두 아이의 아빠이자 교육전문가인 저자가 전국을 다니며 아이들에게 보여 주고 싶은 우리나라의 곳곳을 담았다. 특히 아이의 눈높이에 맞게 입말 투로 서술해 어렵게 느껴질 수 있는 역사적 사실이나 수준 높은 지식을 이해하기 쉽게 알려 준다. 그리고 지식을 전달하는 데 초점을 맞추기보다 이런 여행과 새로운 경험을 통해 아이가 자신만의 관심사를 만들고 더 큰 세상을 공부하는 방법을 제시한다.,19
11011,9791189469993,자전거여행 바이블 : 수도권편 - 꼭 한 번 달려봐야 할 수도권 자전거길 49선,이준휘 (지은이),꿈의지도,https://image.aladin.co.kr/product/27061/41/cover/k702731485_1.jpg,"수도권의 자전거 타기 좋은 길 49곳을 안내하는 가이드북. 자린이의 첫나들이 한강자전거길을 필두로 서울을 비롯한 인천, 경기권의 자전거 코스를 안내한다. 자전거길마다 안내도, 고도표, 주행로그, 코스 접근, 보급 및 식사, 여행 정보 등 상세한 정보를 담았다.",119
11012,9791160262223,모비 딕 1 (큰글자도서),"허먼 멜빌 (지은이), 김석희 (옮긴이)",작가정신,https://image.aladin.co.kr/product/27074/46/cover/k722731580_1.jpg,"포경선을 탄 경험이 있는 특이한 이력의 작가 허먼 멜빌이 격조 높은 서사시적 산문체로 써내려간 &lt;모비 딕&gt;. 고래학(學)과 포경업에 대한 멜빌의 치밀한 기록을 그대로 수록한 작품이다. 2010년 작가정신 아셰트 클래식 시리즈의 한 권으로 일러스트판이 출간된 이후, 많은 독자들의 요청에 따라 새롭게 보급판을 선보인다.",9
11013,9791160262230,모비 딕 2 (큰글자도서),"허먼 멜빌 (지은이), 김석희 (옮긴이)",작가정신,https://image.aladin.co.kr/product/27074/50/cover/k802731580_1.jpg,"포경선을 탄 경험이 있는 특이한 이력의 작가 허먼 멜빌이 격조 높은 서사시적 산문체로 써내려간 &lt;모비 딕&gt;. 고래학(學)과 포경업에 대한 멜빌의 치밀한 기록을 그대로 수록한 작품이다. 2010년 작가정신 아셰트 클래식 시리즈의 한 권으로 일러스트판이 출간된 이후, 많은 독자들의 요청에 따라 새롭게 보급판을 선보인다.",9
11014,9791160262247,모비 딕 3 (큰글자도서),"허먼 멜빌 (지은이), 김석희 (옮긴이)",작가정신,https://image.aladin.co.kr/product/27074/54/cover/k982731581_1.jpg,"포경선을 탄 경험이 있는 특이한 이력의 작가 허먼 멜빌이 격조 높은 서사시적 산문체로 써내려간 &lt;모비 딕&gt;. 고래학(學)과 포경업에 대한 멜빌의 치밀한 기록을 그대로 수록한 작품이다. 2010년 작가정신 아셰트 클래식 시리즈의 한 권으로 일러스트판이 출간된 이후, 많은 독자들의 요청에 따라 새롭게 보급판을 선보인다.",9
