id,isbn,title,author,publisher,image_url,content,genre_detail_dict_id
4001,9788952992802,더 화이팅! =(The) fighting,Joji Morikawa 저 ;김시내 번역,학산문화사,https://bookthumb-phinf.pstatic.net/cover/026/218/02621851.jpg?type=m1&udate=20100414,"『더 화이팅』시리즈 제78권. 본 작품은 복싱을 소재로 한 작품으로, 왕따 소년이 강해지고 싶다는 집념하나로 권투 세계에 뛰어들게 되는 만화이다. 주인공 일보가 경기를 치를 때마다 자신의 필살기를 하나씩 발견하고 다듬어가는 과정이 흥미진진하게 펼쳐진다.",152
4002,9788952996244,더 화이팅! =(The) fighting,Joji Morikawa 저 ;김시내 번역,학산문화사,https://bookthumb-phinf.pstatic.net/cover/028/836/02883619.jpg?type=m1&udate=20100414,"『더 화이팅』시리즈 제79권. 본 작품은 복싱을 소재로 한 작품으로, 왕따 소년이 강해지고 싶다는 집념하나로 권투 세계에 뛰어들게 되는 만화이다. 주인공 일보가 경기를 치를 때마다 자신의 필살기를 하나씩 발견하고 다듬어가는 과정이 흥미진진하게 펼쳐진다.",152
4003,9788925803289,더 화이팅! =(The) fighting,Joji Morikawa 저 ;김시내 번역,학산문화사,https://bookthumb-phinf.pstatic.net/cover/032/914/03291401.jpg?type=m1&udate=20100414,"『더 화이팅』시리즈 제81권. 본 작품은 복싱을 소재로 한 작품으로, 왕따 소년이 강해지고 싶다는 집념하나로 권투 세계에 뛰어들게 되는 만화이다. 주인공 일보가 경기를 치를 때마다 자신의 필살기를 하나씩 발견하고 다듬어가는 과정이 흥미진진하게 펼쳐진다.",152
4004,9788925806846,더 화이팅! =(The) fighting,Joji Morikawa 저 ;김시내 번역,학산문화사,https://bookthumb-phinf.pstatic.net/cover/044/375/04437523.jpg?type=m1&udate=20100414,"『더 화이팅』시리즈 제82권. 본 작품은 복싱을 소재로 한 작품으로, 왕따 소년이 강해지고 싶다는 집념하나로 권투 세계에 뛰어들게 되는 만화이다. 주인공 일보가 경기를 치를 때마다 자신의 필살기를 하나씩 발견하고 다듬어가는 과정이 흥미진진하게 펼쳐진다.",152
4005,9788925811628,더 화이팅! =(The) fighting,Joji Morikawa 저 ;김시내 번역,학산문화사,https://bookthumb-phinf.pstatic.net/cover/045/785/04578573.jpg?type=m1&udate=20100414,"『더 화이팅』시리즈 제83권. 본 작품은 복싱을 소재로 한 작품으로, 왕따 소년이 강해지고 싶다는 집념하나로 권투 세계에 뛰어들게 되는 만화이다. 주인공 일보가 경기를 치를 때마다 자신의 필살기를 하나씩 발견하고 다듬어가는 과정이 흥미진진하게 펼쳐진다.",152
4006,9788925813684,더 화이팅! =(The) fighting,Joji Morikawa 저 ;김시내 번역,학산문화사,https://bookthumb-phinf.pstatic.net/cover/047/751/04775161.jpg?type=m1&udate=20140410,"『더 화이팅』시리즈 제84권. 본 작품은 복싱을 소재로 한 작품으로, 왕따 소년이 강해지고 싶다는 집념하나로 권투 세계에 뛰어들게 되는 만화이다. 주인공 일보가 경기를 치를 때마다 자신의 필살기를 하나씩 발견하고 다듬어가는 과정이 흥미진진하게 펼쳐진다.",152
4007,9788925821665,더 화이팅! =(The) fighting,Joji Morikawa 저 ;김시내 번역,학산문화사,https://bookthumb-phinf.pstatic.net/cover/051/297/05129724.jpg?type=m1&udate=20100414,"『더 화이팅』시리즈 제85권. 본 작품은 복싱을 소재로 한 작품으로, 왕따 소년이 강해지고 싶다는 집념하나로 권투 세계에 뛰어들게 되는 만화이다. 주인공 일보가 경기를 치를 때마다 자신의 필살기를 하나씩 발견하고 다듬어가는 과정이 흥미진진하게 펼쳐진다.",152
4008,9788925825076,더 화이팅! =(The) fighting,Joji Morikawa 저 ;김시내 번역,학산문화사,https://bookthumb-phinf.pstatic.net/cover/058/931/05893137.jpg?type=m1&udate=20100414,"『더 화이팅』시리즈 제86권. 본 작품은 복싱을 소재로 한 작품으로, 왕따 소년이 강해지고 싶다는 집념하나로 권투 세계에 뛰어들게 되는 만화이다. 주인공 일보가 경기를 치를 때마다 자신의 필살기를 하나씩 발견하고 다듬어가는 과정이 흥미진진하게 펼쳐진다.",152
4009,9788925830377,더 화이팅! =(The) fighting,Joji Morikawa 저 ;김시내 번역,학산문화사,https://bookthumb-phinf.pstatic.net/cover/060/141/06014166.jpg?type=m1&udate=20090509,"『더 화이팅』시리즈 제88권. 본 작품은 복싱을 소재로 한 작품으로, 왕따 소년이 강해지고 싶다는 집념하나로 권투 세계에 뛰어들게 되는 만화이다. 주인공 일보가 경기를 치를 때마다 자신의 필살기를 하나씩 발견하고 다듬어가는 과정이 흥미진진하게 펼쳐진다.  &lt;87권&gt;",152
4010,9788925833965,더 화이팅! =(The) fighting,Joji Morikawa 저 ;김시내 번역,학산문화사,https://bookthumb-phinf.pstatic.net/cover/060/618/06061812.jpg?type=m1&udate=20150720,『더 파이팅』제88권! 얼마 안 남은 체력!! 필살의 펀치를 성공시킬 수 있을까?!,152
4011,9788984432130,더 화이팅! =(The) fighting,Joji Morikawa 저 ;김시내 번역,학산문화사,https://bookthumb-phinf.pstatic.net/cover/002/041/00204140.jpg?type=m1&udate=20130629,"『더 화이팅』시리즈 제47권. 본 작품은 복싱을 소재로 한 작품으로, 왕따 소년이 강해지고 싶다는 집념하나로 권투 세계에 뛰어들게 되는 만화이다. 주인공 일보가 경기를 치를 때마다 자신의 필살기를 하나씩 발견하고 다듬어가는 과정이 흥미진진하게 펼쳐진다.",152
4012,9788952917843,더 화이팅! =(The) fighting,Joji Morikawa 저 ;김시내 번역,학산문화사,https://bookthumb-phinf.pstatic.net/cover/002/245/00224514.jpg?type=m1&udate=20130629,"『더 화이팅』시리즈 제58권. 본 작품은 복싱을 소재로 한 작품으로, 왕따 소년이 강해지고 싶다는 집념하나로 권투 세계에 뛰어들게 되는 만화이다. 주인공 일보가 경기를 치를 때마다 자신의 필살기를 하나씩 발견하고 다듬어가는 과정이 흥미진진하게 펼쳐진다.",152
