id,isbn,title,author,publisher,image_url,content,genre_1,genre_2
1,9791190971218,희망에 대하여 :부울경 메가시티 ,대표저자: 김영춘 ;차재권,호밀밭,https://image.aladin.co.kr/product/26203/71/cover/k302738180_1.jpg,부산에서 나고 자란 정치가 김영춘이 지역의 각 분야 전문가들과 함께 새로운 대한민국을 위한 ‘부울경 메가시티’라는 담대한 도전을 제안한다.,사회과학,사회학
2,9791196588960,지금이 참 좋습니다 ,지은이: 최현주 ;일러스트: 유혜경,Dotori(도토리),https://image.aladin.co.kr/product/23672/71/cover/k542638939_1.jpg,제주도를 사랑하는 시인 최현주. 서울에서 생활하다 결혼 후 평온함을 찾아 제주에서의 삶을 시작했다. 아침에 떠오르는 해를 보고 늦은 오후 석양을 바라보며 세상에서 제일 행복한 생각을 하는 소녀 감성을 지녔다. &lt;지금이 참 좋습니다&gt;는 그녀의 첫 작품이다.,문학,시
3,9788925589190,내 마음 다치지 않게 :혼자이고 싶지만 혼자이고 싶지 않은 나를 위해 ,글·그림: 설레다,RHK(알에이치코리아),https://image.aladin.co.kr/product/26179/43/cover/8925589192_1.jpg,"&lt;내 마음 다치지 않게&gt;의 스페셜 에디션이 출간되었다. 저자는 조그마한 노란색 포스트잇에 자신의 마음을 진솔하게 담아내는 것을 시작으로, 10년이 넘도록 토끼 캐릭터 '설토'를 통해 수많은 감정에 대한 이야기를 전하고 있다.",문학,사진/그림 에세이
4,9791155401781,로쟈의 한국문학 수업 ,이현우 지음,청림출판,https://image.aladin.co.kr/product/26249/79/cover/k702738481_1.jpg,서평가 ‘로쟈’로 이름을 알린 이현우가 한국문학을 주제로 진행한 강의를 묶어 펴낸 책이다. 그간 러시아문학과 세계문학을 가지고 다양한 강의를 펼쳐온 저자가 세계문학의 흐름에 바탕을 두고 한국문학을 읽는 새로운 시도를 선보인다.,인문학,교양 인문학
5,9791197249013,알통(R을 활용하여 배우는) 통계 기반 데이터 분석 :인공지능 학습에 통계를 더하다 ,"황윤찬,이현 지음",Storyjoa,https://image.aladin.co.kr/product/26247/64/cover/k042738480_1.jpg,R을 활용하여 배우는 통계 기반 기초교육을 통해 전공에 관계없이 다양한 분야의 빅데이터를 학습할 수 있도록 구성되었다. 20개의 PART를 구성하여 이론을 설명하고 실습 위주의 소스를 제공하여 기초를 다지고 실무를 활용할 수 있는 단계별 학습이 가능하도록 하였다.,IT,인공지능
6,9791190732222,(나도 이제 유튜버다!) 유튜브&영상편집 첫발 내딛기 ,지은이: 박승현,아티오,https://image.aladin.co.kr/product/25784/18/cover/k412736715_1.jpg,"유튜브를 처음 시작하는 분들을 위해 스마트폰을 이용하여 촬영한 후 영상편집을 하여 유튜브에 올리는 전반적인 과정을 쉽게 배울 수 있도록 구성되었다. 특히 초보들을 위하여 처음부터 돈을 들이지 않고 무료 프로그램인 키네마스터, 비바 비디오 등을 사용하여 영상편집하는 기법을 설명한다.",IT,그래픽/멀티미디어
7,9791190732260,포토샵 CC 2021 =Photoshop CC ,지은이: 유윤자,아티오,https://image.aladin.co.kr/product/25972/14/cover/k412737222_1.jpg,"A4 사이즈의 대형 판형으로 만들어 보기에 시원하고, 본문이 따라하기 형태로 만들어져 있어 따라하다 보면 누구나 쉽게 익힐 수 있으며, 매 단원마다 혼자 또는 단체로 풀 수 있는 문제들을 수록하여 복습하면서 포토샵CC 2021을 완벽하게 이해할 수 있도록 엮었다.",IT,그래픽/멀티미디어
8,9791189264468,깨어 있어라 :문수영 시화 갤러리 ,문수영 지음,강건,https://image.aladin.co.kr/product/25834/96/cover/k682736435_1.jpg,"『깨어 있어라』 는 〈메리크리스마스〉, 〈그대의 목소리〉, 〈흐르는 물처럼〉, 〈한 잔의 행복〉, 〈꽃피는 봄이 오면〉, 〈기다리는 마음〉 등 주옥같은 작품을 만나볼 수 있는 책이다.",문학,시
9,9791185057927,"소년은, 설레었다 :마주치면 열리는 신흥고 파이데이아 ","하기정,신흥고교육공동체 지음",기역,https://image.aladin.co.kr/product/25464/4/cover/k972633828_1.jpg,한 소년으로부터 시작하여 120년 동안 이어져 내려온 학교의 이야기이다. 오랜 역사와 전통을 한결같이 가르침의 본령과 배움의 기본에서 출발하여 시종일관하면서 오늘의 혁신학교에 이르기까지 발자취에 대한 기록이다.,사회과학,교육학
10,9791166032189,(우주도 아는데 나만 모르는) 나답게 살면서 돈 버는 법 ,지은이: 박서윤,한국학술정보,https://image.aladin.co.kr/product/25760/50/cover/k892736100_1.jpg,"세상의 체질이 변하고 있다. 세상이 변화될 때 우리도 따라서 체질 개선을 하지 않으면 결국 세상 흐름에 따라 체질 개선에 성공한 사람들로부터 멀어지게 된다. 평범하게 살아도 된다는 본능적 속삭임을 극복하고, 매일 매 순간 연속적으로 가치를 창출하는 라이프 인플루언서로 사는 법을 배우자.",문학,한국에세이
11,9791166032370,내 아이의 첫 번째 해외 영어캠프 :앞서가는 부모의 남다른 선택 ,김태희 지음,한국학술정보,https://image.aladin.co.kr/product/25763/73/cover/k102736103_1.jpg,"20년 경력의 전문가가 알려주는 ‘해외 영어캠프’ 프리미엄 가이드북이다. 정말 영어 실력이 향상되는지, 현지 친구들과 사귈 수 있는지, 아이 혼자 보내도 괜찮은지, 영어캠프하기 좋은 나라와 들어가는 비용은 어느 정도인지 등 수많은 학부모가 궁금해 하는 질문에 속 시원한 Q&A로 답해준다. 학부모와 아이의 실제 후기도 수록하였다.",육아,교육/학습
