id,isbn,title,author,publisher,image_url,content,genre_1,genre_2
1,9788962919042,"사진, 삶과 지리를 말하다 - 사진으로 전하는 100가지 지리 이야기",전국지리교사모임 (지은이),푸른길,https://image.aladin.co.kr/product/27256/84/cover/8962919044_1.jpg,"사진으로 전하는 푸른길의 100가지 지리 이야기 ‘지오포토 100’ 시리즈의 다섯 번째 책이다. 전국지리교사모임의 주관하에 기획된 이 책에는 259장의 지리 사진이 담겨 있으며, 참여자만 해도 53명이나 된다.",사회과학,지리학/지정학
2,9791166830860,"감정 상하기 전, 요가 - 마음이 숨 쉬는 하루를 위하여",김윤선 (지은이),넥서스BOOKS,https://image.aladin.co.kr/product/27224/93/cover/k522732297_1.jpg,"시인이자 요가 지도자인 저자가 매일 요가 수련을 하면서 겪었던 일상의 기록을 담았다. 드라마틱한 스토리나 요가 지도법이 나오는 것은 아니지만, 그녀의 이야기가 마음에 와닿는 것은 작은 것에 귀 기울일 줄 아는 그 마음이 온전히 느껴져서다.",문학,한국에세이
3,9788934988779,"안녕, 우리의 계절",민미레터 (지은이),김영사,https://image.aladin.co.kr/product/27240/44/cover/8934988770_1.jpg,“그림 실력이 없어도 자연스러운 물 번짐으로 누구나 예쁘게”라는 슬로건으로 감성 수채화 붐을 일으킨 민미레터의 네 번째 책. 푸른 산으로 둘러싸인 자신의 작업 공간 ‘벨르몽’에서 시시각각 변하는 자연을 관찰하고 도화지에 자신만의 색깔로 담았다.,문학,사진/그림 에세이
4,9791190888158,마음을 안아준다는 것 - 말 못 하고 혼자 감당해야 할 때 힘이 되는 그림책 심리상담,"김영아 (지은이), 달콩(서은숙) (그림)",마음책방,https://image.aladin.co.kr/product/27262/49/cover/k702732693_1.jpg,독서치유심리학자 김영아가 들려주는 ‘그림책 심리상담’ 이야기. 상처를 피하지 않고 용기를 내어 ‘내 안의 나’를 만나기 위해 독서치유심리학자 김영아 교수를 찾은 사람들의 ‘그림책 심리상담’ 이야기를 담았다.,문학,사진/그림 에세이
5,9791156364542,미니멀 감정육아,우윤정 (지은이),마음세상,https://image.aladin.co.kr/product/27255/70/cover/k052732596_1.jpg,"코로나19가 길어지면서 가정 보육하는 부모님이 늘었다. 몇 주는 할 만한데, 시간이 길어지면서 점점 지쳐간다. 특히 솟구치는 화를 제어할 수가 없다. 참았던 화를 쏟아낸 후, 항상 후회와 미안함으로 힘겹게 육아를 하고 있다. 종일 징징 짜고 떼쓰는 아이를 보고 있노라면 바닥까지 감정이 치닫는다. 아이와 부모 행복하게 육아할 수는 없는 걸까?",육아,육아
6,9791196877255,가장 보통의 육아 - 적당히 만족하고 아주 많이 행복한 아빠육아,임석재 (지은이),디자인잇,https://image.aladin.co.kr/product/27282/47/cover/k822732926_1.jpg,"한 해동안 지극히 보통인 아빠의 1년간의 기록이다. 아이와 함께하면서 힘들면 힘든 대로, 기쁘면 기쁜 대로 아이와 자신의 감정과 생각들을 솔직하게 기록했다. 더한 것도, 덜한 것도 없는 그의 삶 자체에 관한 육아 이야기이다.",육아,육아
7,9791166830853,마음이 자라는 그림책 읽기 - 생각의 힘을 키워 주는 그림책 100,이정은 (지은이),넥서스BOOKS,https://image.aladin.co.kr/product/27287/58/cover/k732732020_2.jpg,"독서 지도사이자 10년 이상 아이들과 그림책으로 소통해 온 저자는 부모들의 고민들을 날려 줄 그림책과 질문들을 오랜 시간 모아왔다. 이 책에서는 엄선하여 고른 100권의 그림책을 주제별로 나누고, 책마다 간단하고도 적절한 놀이를 소개했다.",육아,교육/학습
8,9791189469320,오토캠핑 바이블,김산환 (지은이),꿈의지도,https://image.aladin.co.kr/product/27288/6/cover/k292732021_1.jpg,"오토캠핑 입문자를 위한 캠핑백과사전. 캠핑장비 구매요령부터 캠핑사이트 구축하기, 겨울 캠핑 가기, 캠핑요리 레시피, 매듭법과 응급처치 등 초보 캠퍼가 꼭 알아야 할 캠핑 노하우를 한 권에 담았다. 차박캠핑을 비롯한 백패킹, 제주도 캠핑 등 투어링 캠핑의 세계도 소개했다.",취미,국내 여행가이드
9,9788994981840,나는 이제 괜찮아지고 있습니다 - 시골책방에서 보내는 위로의 편지들,임후남 (지은이),생각을담는집,https://image.aladin.co.kr/product/27262/39/cover/8994981845_1.jpg,『시골책방입니다』의 작가 임후남의 시골책방에서 띄우는 편지글. 시골 책방의 소소한 편지는 따듯하기 그지없다. 그 흔한 사랑 이야기가 시골책방 편지에서는 때로는 냉이꽃과 벚꽃과 쏟아지는 눈과 함께 은밀하게 적혀 있다.,문학,한국에세이
10,9791196804671,에코 에쎄이 - 자기 지점에서 쓴 열두 편의 환경 에세이,"정동규, 양채윤, 현재호, 백송이, 이한별, 김진경, 이다은, 김영서, 황지은, 최지민, 김상혁, 구안나 (지은이)",텍스트프레스,https://image.aladin.co.kr/product/27256/5/cover/k042732597_1.jpg,"6월 5일 세계 환경의 날에 맞추어 출간되는 친환경 에세이집.각자의 촉박함으로부터 출발해 ‘환경’이라는 단어 앞에서 대답해나간 열두 편의 에세이는 환경이라는 단어가 함축하고 있었던, 미처 이야기하지 못했거나 가볍게 여겼던 것들을 이야기하고 있다.",문학,한국에세이
