id,isbn,title,author,publisher,image_url,content,genre_1,genre_2
1,9791190178242,태일과 함께 그늘을 걷다 :청년들과 함께하는 노동 인문학 ,강성규 지음,한티재,https://image.aladin.co.kr/product/23723/3/cover/k132638448_1.jpg,"전태일 50주기 공동 출판 프로젝트 ‘너는 나다’ 시리즈 8권. 일, 밥, 집, 시간, 공부 … 누구도 자유로울 수 없는 삶의 문제들을 키워드로, 전태일의 생애와 오늘 여기 청년들의 현실을 씨실과 날실로 엮었다.",사회과학,사회문제
2,9788970657967,내가 살아야 할 생을 잘 살아서 기쁘다 ,엘리자베스 M. 토마스 지음 ;최유나 옮김,홍익출판사,https://image.aladin.co.kr/product/24088/55/cover/8970657967_1.jpg,"엘리자베스 M. 토마스는 &lt;세상의 모든 딸들&gt;의 저자이자 아프리카 대륙, 캐나다, 인도 등 세계 각지를 탐험하며 수렵채집인의 풍습과 동물들의 비밀스런 생활을 기록해온 인류학자다. 그런 그가 90세를 앞 둔 어느 날, 자신에게로 시선을 돌려 '나이 듦'의 과정을 찬찬히 관찰한다.",문학,외국에세이
3,9788956882086,콜럼버스 :신대륙을 발견한 항해가 ,글: 권영상 ;그림: 이미라,아이교육,http://image.aladin.co.kr/product/58/25/cover/8956882088_1.jpg,건축 토목공학도를 위한 AUTO CAD 2005 입문서. AUTO CAD 2005에 대한 기초에서부터 응용까지 단계적으로 설명했고 각 명령문에 대한 예제를 들어 사용자가 직접 실습할 수 있도록 배려했다.,IT,그래픽/멀티미디어
4,9791195421213,사랑을 찾아서 =Looking for love ,이지혜 지음,VCR,http://image.aladin.co.kr/product/7199/5/cover/k032434397_1.jpg,"사막에서 미술관, 우주까지 사랑을 찾아 떠난 흰말의 여정을 아름다운 수채화 일러스트로 그려낸 그림책.",문학,사진/그림 에세이
5,9791195421220,여우책 =The fox book ,글·그림: 구자선,VCR,http://image.aladin.co.kr/product/7199/5/cover/k142434397_2.jpg,"SNS 팔로워 만 명을 돌파한 인기 신예 일러스트레이터 구자선 작가의 귀여운 여우들이 편지를 써서 독자들을 찾아왔다. 가로 160mm, 세로 150mm로 손바닥 한 뼘 정도의 작은 그림책인 &lt;여우책&gt;은 소중한 이의 바람을 함께 빌어주며 무슨 일이 있어도 언제나 곁을 지켜주겠다는 진심 어린 위로의 마음이 쓰여 있다.",문학,사진/그림 에세이
6,9788956881751,이순신 :임진왜란을 잠재운 바다의 영웅 ,글: 김영이 ;그림: 장선환,아이교육,https://bookthumb-phinf.pstatic.net/cover/014/551/01455181.jpg?type=m1&udate=20130112,"젊은이를 위한 교양서. 26년동안 방송현장에서 근무하였으며, 현재 젊은이들을 가르치는 교수로 재직 중인 저자가 풍부한 지식과 삶의 경험, 그리고 자신의 내면을 직시하는 진지함, 등에서 우러나오는 깊은 성찰로 현대를 살아가는 젊은이들에게 마음의 양식을 제공하는 책이다.",문학,한국에세이
7,9788956882048,마르코 폴로 :동방의 풍물을 서양에 알린 여행가 ,글: 김이리 ;그림: 김제진,아이교육,http://image.aladin.co.kr/product/58/59/cover/8956882045_1.jpg,전쟁대가들과 만남을 통해 느꼈던 감동과 지적호기심을 공유하고 있으며 과거의 군사고전을 분석하여 현재 개념을 보다 정확하게 이해하고 앞으로 나아가야 할 방향을 제시하고 있다.,사회과학,국방/군사학
8,9788956881966,에디슨 :호기심 많은 발명의 천재 ,글: 예종화 ;그림: 고혜진,아이교육,http://image.aladin.co.kr/product/55/3/cover/8956881960_1.jpg,"인터넷을 보다 효율적으로 활용할 수 있도록 구성된 교재. 인터넷의 본질, 손쉬운 인터넷 연결, 각종 인터넷 서비스 활용방법, 검색 방법, 나모 웹 에디터 사용 방법 등의 내용으로 구성되었다.",IT,PC/게임/디지털 카메라
9,9788956881980,노벨 :노벨상을 남긴 다이너마이트 발명가 ,글: 김이리 ;그림: 이규경,아이교육,http://image.aladin.co.kr/product/55/3/cover/8956881987_1.jpg,ATMEGA 8535의 기초에서 응용까지 체계적으로 구성한 교재. 각종 시험에 마이크로컴퓨터로서 출제된 객관식 문제를 거의 모두 실었으며 프로그램을  C로 작성했다.,IT,컴퓨터 공학
10,9788925204550,프린세스 =Princess,저자: 한승원,코암나노바이오 대원씨아이,https://image.aladin.co.kr/product/68/79/cover/892520455x_1.jpg,"『프린세스』시리즈 제2권. 본 작품은 라미라, 아나토리아, 스라르드 3국을 배경으로, 주인공(에이레네, 비이, 프리 3대)과 그 주변 인물들의 복잡한 관계가 펼쳐진다. 화려한 궁중과 그 안에서 꽃피는 사랑과 욕망은 모든 연령층에게 폭넓은 사랑을 받기에 충분하다. 특히 단순한 로맨스물이 아닌, 큰 전쟁을... ",만화,순정만화
